genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,Death Cab for Cutie,I Will Follow You Into The Dark,3kZC0ZmFWrEHdUCmUqlvgZ,67,0.924,0.517,189187,0.206,0,F,0.118,-12.233,Major,0.0421,80.401,4-Apr,0.489
0,Clairo,4EVER,5mIOsPuQdXchVY0jB5NO9Q,71,0.049,0.75,159595,0.585,0.00552,A,0.155,-7.576,Minor,0.0285,102.331,4-Apr,0.584
0,Charlotte Lawrence,Stole Your Car,1MTanOR2Kts7au3HtM0nez,75,0.0729,0.659,215786,0.712,3.04E-05,G,0.367,-5.61,Minor,0.0782,101.034,4-Apr,0.202
0,Quinn XCII,Straightjacket,51LIqkda3pTeECZUhMnool,72,0.153,0.838,206533,0.546,0,F,0.0656,-6.811,Minor,0.295,137.027,4-Apr,0.745
0,Ruel,Younger,2qXicQG06oT0ijKBznpgQv,78,0.202,0.745,222320,0.477,0,B,0.12,-7.706,Minor,0.088,136.055,4-Apr,0.454
0,Fitz and The Tantrums,HandClap,4qRaZYiaOsSvWC7VgcxrI0,68,0.00609,0.636,193253,0.836,0.000157,G#,0.0828,-3.004,Major,0.0427,139.956,4-Apr,0.715
0,Tyler Childers,Feathered Indians,2tgQaL85WoRfgEa4hFQgrE,68,0.75,0.536,224947,0.574,0.00277,G,0.105,-6.705,Major,0.0254,87.194,4-Apr,0.877
0,Quinn XCII,U & Us,6SL7KzIA96f0HiKjuv7tED,71,0.087,0.605,226000,0.73,0.00269,E,0.187,-7.871,Major,0.0425,130.025,4-Apr,0.263
0,Kings of Leon,Use Somebody,5VGlqQANWDKJFl0MBG3sg2,77,0.00552,0.276,230760,0.715,0.000417,C,0.201,-5.356,Major,0.0432,137.028,4-Apr,0.173
0,boy pablo,Everytime,4zvHZWOGyL7WcmqHOgtGCW,71,0.0252,0.431,172941,0.669,0.0433,D,0.117,-10.065,Major,0.035,203.906,4-Apr,0.855
0,KALEO,Way Down We Go,0y1QJc3SJVPKJ1OvFmFqe6,76,0.579,0.489,213707,0.505,0.000333,A#,0.104,-8.022,Minor,0.117,163.255,4-Apr,0.337
0,No Rome,Narcissist (feat. The 1975),4qjLvvBh5ZeKEPyShKRf06,74,0.219,0.543,195502,0.682,1.53E-06,D#,0.085,-5.81,Major,0.112,179.972,4-Apr,0.424
0,Quinn XCII,Tough (feat. Noah Kahan),3a1Zmq0P1E6W80x8EOcVNP,71,0.388,0.729,178133,0.57,0,A#,0.111,-7.047,Major,0.0554,93.125,4-Apr,0.687
0,Ansel Elgort,Supernova,2ZIZXWnU52s0C75sPYiwvh,77,0.0596,0.764,191493,0.618,0,F,0.194,-5.492,Minor,0.0873,140.09,4-Apr,0.655
0,Vance Joy,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,73,0.484,0.637,214720,0.864,0,G#,0.222,-4.381,Major,0.0468,99.995,4-Apr,0.706
0,The Paper Kites,Bloom - Bonus Track,41yIvlFgvGwxq8qTqAR7eG,74,0.882,0.592,210080,0.416,0.000586,C#,0.112,-9.794,Major,0.0246,96.002,4-Apr,0.417
0,Tom Walker,Just You and I,2n48BjaFSczfeIG3HaIaPv,80,0.456,0.567,174983,0.696,0,A,0.113,-5.416,Major,0.301,92.061,4-Apr,0.544
0,Rex Orange County,Television / So Far So Good,5OUTFH5acycdnf8OVo21Gv,72,0.592,0.405,262600,0.505,0,F,0.121,-7.75,Major,0.0458,164.971,4-Apr,0.318
0,Young the Giant,Cough Syrup,1UqhkbzB1kuFwt2iy4h29Q,71,0.0343,0.534,249520,0.721,6.24E-06,B,0.115,-7.307,Minor,0.0417,128.978,4-Mar,0.225
0,ayokay,Stay With Me,65Bynqyt59f3fojjs1Uo41,74,0.489,0.695,189787,0.695,0.00019,D,0.131,-6.612,Major,0.0706,100.021,4-Apr,0.468
0,Ruel,Dazed & Confused,2pyjbGTpJCPjMYwCbdymiF,77,0.102,0.688,189608,0.5,0,D,0.355,-7.411,Major,0.138,127.906,4-Mar,0.418
0,Houndmouth,Sedona,2kG5litgxXvx6ZRgwO1v7W,69,0.0372,0.396,239880,0.677,0.000137,D#,0.112,-7.513,Major,0.0354,135.177,4-Apr,0.249
0,AWOLNATION,Sail,5xhQChGGhKLWqBqX4XhtYE,74,0.452,0.825,259102,0.435,0.609,C#,0.0953,-9.582,Major,0.0568,119.038,4-Apr,0.243
0,MGMT,Kids,1jJci4qxiYcOHhQR247rEU,77,0.00076,0.451,302840,0.931,0.0049,A,0.361,-3.871,Major,0.0719,122.961,4-Apr,0.172
0,Amber Run,I Found,5zT5cMnMKoyruPj13TQXGx,72,0.862,0.389,273000,0.302,0.00567,G,0.104,-12.485,Minor,0.0438,124.956,4-Apr,0.234
0,Vance Joy,Mess Is Mine,29jtZGdgpE2lWm2mkIt6HS,71,0.047,0.595,223640,0.723,0.0286,G,0.0995,-8.256,Major,0.0349,108.043,4-Jan,0.272
0,The Killers,Somebody Told Me,7HGTkn2aX7MNdKs7nV2xBt,71,0.000123,0.5,197160,0.975,0.000379,A#,0.104,-3.176,Minor,0.0824,138.005,4-Apr,0.767
0,Hippo Campus,Bambi,5dmPNuHmRRJuHmJTDa7NuJ,66,0.0661,0.739,194400,0.471,9.78E-05,G#,0.116,-8.456,Major,0.0436,90.002,4-Apr,0.31
0,Quinn XCII,Always Been You,7cWyFwAaxdK2HSRuiRkMjy,70,0.334,0.731,235720,0.588,0,D#,0.278,-5.217,Major,0.0749,80.019,4-Apr,0.449
0,The Killers,When You Were Young,70wYA8oYHoMzhRRkARoMhU,75,0.000152,0.467,220427,0.988,0.0484,B,0.28,-3.313,Major,0.112,130.435,4-Apr,0.321
0,Bon Iver,Skinny Love,2cbic3TiUENlJX91y67ARR,71,0.844,0.593,238520,0.263,5.36E-06,E,0.127,-14.029,Minor,0.0567,76.379,4-Apr,0.109
0,MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,78,0.0384,0.72,175427,0.791,0,C#,0.157,-4.689,Major,0.124,102.071,4-Apr,0.756
0,The Temper Trap,Sweet Disposition,5RoIXwyTCdyUjpMMkk4uPd,66,0.0701,0.531,230800,0.821,0.171,D,0.124,-6.812,Major,0.0439,129.139,4-Apr,0.34
0,The Shins,New Slang,2cP37n7TZEe0oBxCbZu0KA,72,0.605,0.669,231173,0.389,0.16,C,0.0905,-11.547,Major,0.0306,130.015,4-Apr,0.649
0,Mark Diamond,You're My Girl (Lost Recording #6),3KH5aME71gFcHvReW54ew4,73,0.928,0.45,195758,0.189,0.000843,G#,0.104,-11.423,Major,0.0519,66.945,4-Apr,0.227
0,FRENSHIP,Capsize,2XMTqoHHSH0lvuXrvIEdco,76,0.0398,0.683,237707,0.708,0.155,F,0.686,-6.244,Minor,0.0305,92.991,4-Apr,0.355
0,Sasha Sloan,Faking It,75iZaRMctH8FamTOhokRVJ,66,0.32,0.647,167353,0.371,0,C#,0.205,-8.645,Minor,0.0575,81.094,4-Apr,0.243
0,Absofacto,Dissolve,7pBrj5rt4SSxXwFKOyZfHR,70,0.23,0.688,224661,0.582,0.000157,F#,0.0663,-10.668,Minor,0.0542,85.486,4-Apr,0.872
0,Vampire Weekend,A-Punk,1595LW73XBxkRk2ciQOHfr,68,0.0104,0.548,137760,0.816,0.0543,D,0.152,-4.478,Major,0.0499,174.993,4-Apr,0.857
0,Dermot Kennedy,Lost,57MUBmB0IhftnHLtlQK9JP,73,0.243,0.578,224306,0.731,0,G,0.112,-5.966,Minor,0.0922,139.442,4-Apr,0.501
0,Lost Kings,Don't Kill My High,09yhMTRqQ1I1dniu3PoIQi,74,0.0363,0.674,180333,0.932,0,G#,0.0576,-4.876,Major,0.0718,144.039,4-Apr,0.826
0,Loote,Your Side Of The Bed,3PWKPX3YJAHBL8JozsWTMC,73,0.0649,0.781,197147,0.742,0,G#,0.293,-4.978,Major,0.0296,109.915,4-Apr,0.91
0,WALK THE MOON,Timebomb,6GqRl2u7LIW93T8Vi5LnXU,73,0.000276,0.583,218589,0.778,0,F,0.621,-4.766,Major,0.0403,122.053,4-Apr,0.446
0,Banes World,You Say I'm in Love,5Ss6DqCldgTmIo6BekVOJT,69,0.427,0.623,176761,0.285,0.00278,C#,0.189,-16.687,Minor,0.0538,140.028,4-Apr,0.343
0,Summer Walker,Session 32,2ktg2oZDyFAX3iY1QNkXl5,71,0.894,0.574,98027,0.123,0.00111,C#,0.118,-13.959,Major,0.196,115.431,4-Mar,0.117
0,Mac Ayres,Easy,58dSdjfEYNSxte1aNVxuNf,73,0.373,0.722,314358,0.282,0.00557,F,0.147,-7.484,Major,0.106,91.367,4-Apr,0.217
0,Cage The Elephant,Trouble,5n0CTysih20NYdT2S0Wpe8,72,0.392,0.47,225973,0.623,0.000453,C,0.0992,-5.655,Major,0.0302,77.861,4-Apr,0.298
0,Maisie Peters,Worst of You,54iSfkh69fxhnSNrgvTEBp,75,0.558,0.741,197369,0.466,0,E,0.0583,-7.258,Major,0.0357,102.058,4-Apr,0.351
0,Still Woozy,Goodie Bag,297rZsBEjFw9d0Gl3iBLnd,74,0.82,0.701,146390,0.529,0.00113,G,0.249,-12.242,Minor,0.147,138.216,4-Apr,0.577
0,Arctic Monkeys,R U Mine?,2AT8iROs4FQueDv2c8q2KE,79,0.00616,0.288,201726,0.758,0,F#,0.303,-5.692,Minor,0.0371,97.094,4-Apr,0.619
0,Bon Iver,Holocene,4fbvXwMTXPWaFyaMWUm9CR,71,0.943,0.375,336613,0.304,0.303,C#,0.126,-14.52,Major,0.0302,147.989,4-Apr,0.147
0,Flume,Never Be Like You (feat. Kai),5WI2ltQIdwgzf1SNE76JyR,70,0.453,0.444,234910,0.557,0,C,0.152,-5.476,Major,0.0602,115.058,4-Apr,0.296
0,Mike Stud,These Days,5tsI3xxDHDgzHhn30LTQNz,73,0.533,0.815,268566,0.364,3.52E-05,D,0.108,-11.158,Major,0.375,129.937,4-Apr,0.328
0,EDEN,XO,0ZAiqymvbQUZAh9y6ZT3Rm,71,0.625,0.611,159512,0.39,0,D,0.118,-5.861,Minor,0.116,163.897,4-Apr,0.617
0,Arctic Monkeys,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,78,0.0483,0.691,161124,0.631,1.13E-05,D,0.104,-6.478,Major,0.0368,92.004,4-Apr,0.8
0,Foreign Air,Free Animal,5l8oNQsDDPNFUIV5M4lzRJ,70,0.0856,0.579,180400,0.584,0,F,0.0958,-7.151,Minor,0.0438,80.001,4-Apr,0.393
0,Ansel Elgort,Thief,3BtA1koBtnClfirgg4BpjI,75,0.0239,0.665,220680,0.75,0,C#,0.111,-3.769,Minor,0.0633,89.996,4-Apr,0.365
0,Ruth B.,Superficial Love,5hwh37sTi84MVhCBMWzhGE,72,0.928,0.477,207973,0.242,0,G#,0.0818,-9.162,Major,0.0529,43.509,4-Apr,0.488
0,Beach House,Space Song,0hNhlwnzMLzZSlKGDCuHOo,67,0.218,0.509,320467,0.79,0.125,C,0.144,-7.105,Minor,0.0293,147.073,4-Apr,0.625
0,Freya Ridings,Lost Without You,6EelrDeZGS0Z81NhXevtrJ,74,0.928,0.409,225076,0.137,0,F#,0.0706,-9.169,Major,0.0446,162.08,4-Jan,0.106
0,Hippo Campus,Buttercup,6iCJCZqDJjmBxt07Oid6FI,65,0.199,0.623,226610,0.763,6.52E-06,A,0.126,-4.412,Major,0.0719,108.871,4-Apr,0.199
0,G-Eazy,Some Kind Of Drug,1Bqxj0aH5KewYHKUg1IdrF,71,0.0705,0.586,222467,0.525,0,C,0.0729,-8.968,Major,0.498,126.51,4-Apr,0.491
0,Matt and Kim,Daylight,57i3M29DWoo7RDk0Tf0LZG,67,0.0976,0.363,171333,0.802,0.000356,A,0.167,-4.881,Major,0.0394,101.31,4-Apr,0.65
0,Two Feet,I Feel Like I'm Drowning,3aauaXWRgwCMoykMbI0Jq1,75,0.708,0.717,185520,0.577,0.00428,G#,0.0899,-5.436,Major,0.0491,104.927,4-Mar,0.235
0,Mac DeMarco,My Kind of Woman,2OFrAsP5Vrcb0DtsPNsm54,69,0.00294,0.501,190846,0.765,0.49,F#,0.184,-7.063,Minor,0.0281,91.769,4-Apr,0.46
0,James TW,When You Love Someone,1o6YK7phnXgsljfWSQQfWc,81,0.248,0.675,216373,0.444,0,G,0.0531,-6.067,Major,0.028,125.884,4-Apr,0.356
0,Radiohead,Creep,6b2oQwSGFkzsMtQruIWm2p,82,0.0102,0.515,238640,0.43,0.000141,G,0.129,-9.935,Major,0.0369,91.841,4-Apr,0.104
0,Cold War Kids,First,3omXshBamrREltcf24gYDC,68,0.0243,0.464,200360,0.713,6.24E-06,D,0.566,-4.046,Major,0.0305,78.008,4-Apr,0.537
0,Kiiara,Gold,6ZSO7kPn8IMJFymyticbJO,72,0.615,0.6,225882,0.412,0.0025,G#,0.134,-9.343,Major,0.344,113.049,4-May,0.408
0,Wild Party,OutRight,6TGapnqEUkkSBanKyn5qYy,68,0.00092,0.54,162453,0.825,0,D,0.0488,-4.935,Major,0.0563,148.059,4-Apr,0.608
0,Berhana,Grey Luh,1x1BKrrpq7CfOZPBeUsx16,70,0.597,0.543,261103,0.298,1.49E-06,C,0.0804,-9.167,Major,0.0683,125.523,4-Apr,0.254
0,The Head and the Heart,Lost in My Mind,77hI6DJ12C9WohWk8XUhto,67,0.451,0.375,259120,0.546,0.000312,D,0.278,-8.16,Major,0.0294,95.361,4-Apr,0.37
0,Anna Clendening,Boys Like You - Acoustic,51xRMJFRBrW9C1RI1qW4S0,71,0.928,0.477,238576,0.128,0,D,0.0875,-14.567,Major,0.0707,88.917,4-Apr,0.38
0,FINNEAS,Let's Fall in Love for the Night,7kQkmyoHCEqwe7QwDbkSXM,68,0.802,0.737,190348,0.408,0,F,0.171,-7.941,Major,0.104,127.921,4-Apr,0.374
0,Chelsea Cutler,Your Shirt,5vtyFzfLkCSJvXEZFjQAa1,70,0.185,0.426,232759,0.476,0,D,0.327,-6.64,Major,0.0741,179.793,4-Apr,0.169
0,Bright Eyes,First Day Of My Life,5OiaAaIMYlCZONyDBxqk4G,71,0.915,0.468,188800,0.201,8.28E-05,E,0.0952,-17.024,Major,0.0388,94.422,4-Apr,0.383
0,Lost Kings,When We Were Young,4mEILaBM7bKZqKAun5tABu,74,0.00871,0.547,193911,0.789,0,G#,0.1,-5.619,Major,0.042,129.916,4-Apr,0.345
0,Blanco White,Olalla,4d4OJTq2Yl7TyiuGMLxa1h,74,0.662,0.572,247373,0.409,0.296,D#,0.125,-11.384,Major,0.0377,129.983,4-Apr,0.351
0,Halsey,Without Me - ILLENIUM Remix,4bw3ZyWA1ui0Adu285NWDl,73,0.483,0.639,248906,0.71,2.22E-06,F#,0.219,-3.358,Major,0.0479,136.004,4-Apr,0.373
0,Jet,Are You Gonna Be My Girl,305WCRhhS10XUcH6AEwZk6,77,0.00148,0.613,213800,0.953,0.000582,D,0.152,-3.435,Major,0.0855,105.046,4-Apr,0.537
0,Goody Grace,Two Shots (feat. gnash),1746Hs7bQJMMYAZvVYM3ig,67,0.0542,0.768,179915,0.408,0,E,0.106,-8.551,Minor,0.0714,129.96,4-Apr,0.0905
0,James TW,You & Me,5g45gvxgaYVuhkDACPnvfh,80,0.196,0.714,231653,0.683,7.73E-06,B,0.102,-6.333,Major,0.0443,127.021,4-Apr,0.824
0,Tate McRae,One Day,27r2uANqwK7XbsiAZnzf9e,70,0.921,0.496,202496,0.116,0,C,0.0883,-12.147,Major,0.0401,109.826,4-Mar,0.362
0,Goody Grace,Too High (feat. Jesse),2JsKO2ygw4ft6QEy4U4RO4,68,0.364,0.671,138187,0.589,0,E,0.1,-7.611,Major,0.0503,91.439,4-Mar,0.385
0,Quinn XCII,Life Must Go On,3vmsnZF4KPLjbDgZEqwTdL,67,0.126,0.715,185587,0.551,0,A#,0.314,-6.486,Major,0.0961,90.924,4-Apr,0.528
0,Charlotte Lawrence,Sleep Talking,0bOH2yZkaVSg2OdegIlp2J,73,0.452,0.661,224224,0.762,0,F,0.162,-4.307,Major,0.0402,101.99,4-Apr,0.583
0,boy pablo,Feeling Lonely,5uIRujGRZv5t4fGKkUTv4n,69,0.014,0.635,197947,0.537,3.72E-05,F#,0.103,-10.45,Minor,0.0536,117.942,4-Apr,0.885
0,Quinn XCII,Holding Hands (feat. Elohim),5lEBksW3vntnNLDr2f5QUv,67,0.452,0.67,225493,0.451,3.04E-05,D#,0.119,-9.59,Major,0.113,155.98,4-Apr,0.398
0,Arctic Monkeys,Fluorescent Adolescent,7e8utCy2JlSB8dRHKi49xM,67,0.00178,0.646,173493,0.813,2.26E-05,F#,0.144,-5.29,Minor,0.0288,112.115,4-Apr,0.821
0,Kina Grannis,Can’t Help Falling in Love,7uuEfUMuPeQ7RlSWa0cES2,77,0.905,0.266,201933,0.0596,7.07E-05,C,0.132,-18.515,Major,0.0363,181.74,4-Mar,0.143
0,Cage The Elephant,Come a Little Closer,4sebUbjqbcgDSwG6PbSGI0,67,0.0265,0.44,229347,0.777,1.01E-06,C#,0.151,-1.786,Minor,0.0327,148.027,4-Apr,0.306
0,The Lumineers,Stubborn Love,3ekNuTF3UpOvIZCfiejpnC,66,0.607,0.598,279000,0.56,0.0432,C,0.196,-11.679,Major,0.0375,115.01,4-Apr,0.221
0,Charli XCX,1999,05mAIVLkIWc2d1UBYZBCp8,83,0.0227,0.739,189000,0.742,1.39E-06,G,0.229,-4.586,Major,0.0329,124.016,4-Apr,0.659
0,Bryce Vine,La La Land (feat. YG),3TpBefRZ1vFcOH6z57PQRI,69,0.223,0.781,177118,0.469,0,C#,0.19,-5.107,Minor,0.0569,98.013,4-Apr,0.412
0,Lucky Daye,Roll Some Mo,5ym4GENsMc7VbZVYyulq84,70,0.258,0.405,292885,0.508,0.0479,B,0.142,-9.028,Major,0.0596,74.701,4-Apr,0.371
0,SYML,Where's My Love,6H9Bc39zoXOUhzl5QJb3KQ,72,0.853,0.598,202107,0.343,0.0219,C,0.123,-11.04,Minor,0.025,103.984,4-Apr,0.419
0,Band of Horses,The Funeral,27IZXTdeGYjU6m5lTyDpmr,72,0.0142,0.316,321147,0.769,0,C,0.0928,-5.283,Minor,0.0422,122.507,4-Apr,0.127
0,Shakey Graves,Tomorrow,47KDDZgFiX1w6RFOuLXsSn,69,0.73,0.564,240587,0.354,3.43E-06,G,0.208,-10.85,Major,0.0334,98.075,4-Mar,0.423
0,Franz Ferdinand,Take Me Out,6ooluO7DiEhI1zmK94nRCM,76,0.000423,0.278,237027,0.676,0.000899,A,0.136,-8.821,Major,0.0371,104.545,4-Apr,0.494
0,Dermot Kennedy,A closeness,0xVrusjXiWhqSQ5dPoiiWX,70,0.766,0.47,251173,0.451,0.000232,F,0.108,-9.369,Major,0.0412,77.109,4-Apr,0.501
0,Rex Orange County,Untitled,3PbV3ocgAp3Xn0omGFC0cG,70,0.905,0.567,135707,0.199,0,A,0.131,-9.601,Major,0.101,83.827,4-May,0.329
0,Angus & Julia Stone,Big Jet Plane,5Z1U0knfYnsfvZycgDeOiC,66,0.239,0.763,239147,0.387,0.00747,A#,0.13,-8.643,Minor,0.0278,109.957,4-Apr,0.273
0,Jakob Ogawa,Let It Pass,2HLtRAcBAWd4y7TfVVoIpm,70,0.0803,0.586,126698,0.614,1.94E-05,E,0.152,-7.275,Major,0.0307,88.222,4-Apr,0.301
0,COIN,Talk Too Much,7FX3ZWE70VRjsprg5oeECc,67,0.0106,0.598,187813,0.914,1.22E-06,E,0.369,-3.752,Major,0.0878,103.972,4-Apr,0.531
0,Bea Miller,it's not u it's me,7cLm450e9XaPrEZTSTsfwU,73,0.0204,0.776,194526,0.568,1.69E-05,C,0.078,-6.419,Minor,0.125,150.901,4-Apr,0.749
0,The Band CAMINO,14-Feb,5sCvipEhpAhVhu3K6kzm1P,68,0.377,0.607,163690,0.708,0,A,0.294,-7.428,Major,0.0539,97.005,4-Apr,0.551
0,Two Door Cinema Club,What You Know,3UjtIALeg72qmJiKPWBvM3,66,0.000715,0.561,191707,0.741,1.40E-05,F#,0.0822,-4.239,Minor,0.0419,139.001,4-Apr,0.776
0,Yoke Lore,Beige,0FfZudphGgQTGeEV6AhmOs,68,0.381,0.438,204209,0.677,0.0686,A#,0.119,-7.535,Major,0.135,167.989,4-Apr,0.214
0,Olivia O'Brien,RIP (feat. G-Eazy & Drew Love),3qjf2YP8G2RNFanYZDcZUk,73,0.422,0.728,200773,0.646,0,F,0.0899,-4.387,Minor,0.0463,103.983,4-Apr,0.46
0,Ella Vos,Temporary,52AtuDhDYHavraoyirpylv,69,0.0348,0.715,151665,0.363,0,G#,0.0637,-8.265,Major,0.0433,87.017,4-Apr,0.347
0,Lord Huron,The Night We Met (feat. Phoebe Bridgers),0jZO7p0nBUi9VHedWUBS9l,74,0.962,0.424,208173,0.437,0.336,D,0.664,-8.588,Major,0.0355,174.127,4-Mar,0.131
0,Local Natives,Dark Days,7LZN7FkxHZk6maiN6NdI2i,65,0.109,0.604,180413,0.655,0.0019,A,0.125,-7.088,Major,0.0273,115.038,4-Apr,0.59
0,Rex Orange County,Happiness,2rXVtoLBHuXcNB5DVfIc9p,70,0.734,0.399,279693,0.235,1.56E-06,F,0.161,-9.774,Major,0.0334,105.645,4-Mar,0.197
0,Still Woozy,Habit,1M321puDN1WBd5NF0ogOKW,71,0.27,0.766,153857,0.402,0.0007,C#,0.106,-11.155,Major,0.107,125.107,4-Apr,0.466
0,Quinn XCII,Another Day in Paradise,4gHSezW5CHZCvjAUjF2pd5,66,0.161,0.652,255000,0.802,0,B,0.143,-5.308,Major,0.0669,167.952,4-May,0.559
0,Yoke Lore,Truly Madly Deeply - Recorded at Spotify Studios NYC,0hLObGB9xRjuRVasHehmLI,69,0.826,0.675,190393,0.368,0.0016,C,0.136,-14.072,Minor,0.0374,106.001,4-Apr,0.176
0,Hoodie Allen,Surprise Party (feat. Blackbear),5UiT4e4DHwZrcVIXojU5um,68,0.00453,0.671,188040,0.699,0.000277,F#,0.173,-4.224,Minor,0.0647,72.946,4-Apr,0.379
0,Matt Maeson,Hallucinogenics,6BRW1hLPP14wpaxJF8YTWe,66,0.472,0.608,185133,0.601,0,C,0.242,-8.44,Major,0.0507,121.656,4-Apr,0.316
0,Moon Taxi,Two High,5huOzlgCK7PsMSG4TFBvKY,69,0.0505,0.68,213120,0.735,0.00132,B,0.109,-5.553,Minor,0.0482,106.994,4-Apr,0.523
0,Mallrat,Groceries,706J9prVXY8vZHhp9VGiBE,67,0.131,0.686,217285,0.539,1.94E-05,C,0.116,-8.623,Major,0.0349,115.987,4-Apr,0.186
0,Rex Orange County,Edition,1wz7B02oOtrTW6SNLG0cSk,69,0.807,0.86,115000,0.332,0,C#,0.106,-10.263,Major,0.22,140.949,4-Apr,0.26
0,Matt Maeson,Cringe - Stripped,6TpowNTagUJ7f8ctFFCVN8,69,0.896,0.539,219151,0.263,0,F,0.104,-11.149,Major,0.0552,119.671,4-Apr,0.222
0,Gus Dapperton,"Prune, You Talk Funny",6KKHXbJtnJPjla3V49YPac,66,0.0177,0.57,212701,0.75,0.00247,A#,0.197,-7.193,Minor,0.0383,140.063,4-Apr,0.578
0,EDEN,drugs,3OXpdrHLT4IqM76RajgM6Q,69,0.601,0.484,338333,0.444,0,E,0.238,-6.935,Minor,0.0636,144.208,4-Apr,0.226
0,The Kooks,Naive,2RUhtNBh43RtSg0WBPPq3m,64,0.0688,0.547,203507,0.816,0,G#,0.127,-6.165,Minor,0.0624,102.765,4-Apr,0.722
0,Fitz and The Tantrums,Out Of My League,5qEn8c0MBzyRKgQq91Vevi,64,0.0387,0.545,209386,0.968,0.00325,A,0.331,-3.553,Minor,0.0853,169.965,4-Apr,0.527
0,Grouplove,Ways To Go,57nNNkgk768QVXq3uHxu5e,66,0.00338,0.577,215520,0.827,0.000647,G,0.26,-7.54,Major,0.0365,101.031,4-Apr,0.179
0,The Head and the Heart,All We Ever Knew,72zmwnbXjx9fMUjw3mbDSs,67,0.00224,0.487,225560,0.724,1.03E-05,C,0.213,-5.905,Major,0.0289,102.03,4-Apr,0.546
0,Capital Cities,Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb,77,0.000194,0.656,192790,0.821,0.00232,C,0.101,-4.838,Major,0.0325,117.948,4-May,0.791
0,The Glorious Sons,S.O.S. (Sawed Off Shotgun),3NyovXfcpc8PDWWKH7xEDs,65,0.00428,0.568,195173,0.961,0,A,0.138,-2.182,Major,0.065,148.126,4-Apr,0.924
0,Passion Pit,Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,68,0.0338,0.566,264493,0.755,0,B,0.315,-5.526,Major,0.0368,101.006,4-Apr,0.445
0,gianni & kyle,pop a pill,15VIPlqNYLgN6T43kBAClE,69,0.184,0.688,180808,0.551,0,C,0.159,-6.299,Minor,0.229,162.118,4-Apr,0.558
0,gianni & kyle,fuckboi,7CoZHcV0AaH6rbYJE6ouHy,68,0.143,0.785,192854,0.528,0,A,0.0442,-7.744,Major,0.0551,112.061,4-Apr,0.256
0,COIN,I Want It All,7cSJqE5ZUqtqy7is4A3qLn,67,0.0155,0.269,171773,0.911,0.0179,B,0.0853,-4.503,Major,0.245,169.396,4-Mar,0.681
0,Hippo Campus,Way It Goes,6CES1554HcWMIVroJfmmBm,63,0.021,0.542,245456,0.906,0.00043,A,0.377,-4.213,Major,0.0491,120.014,4-Apr,0.515
0,LP,Lost on You,2LIh4uzqq9cXMPzzmcToHl,77,0.1,0.433,268105,0.724,0,F,0.0918,-6.126,Minor,0.0372,174.006,4-Apr,0.689
0,The Lumineers,Cleopatra,2ToW7zhGCrVrLU4fiKj9U1,65,0.228,0.536,201413,0.775,0.000143,G#,0.0947,-6.765,Major,0.0394,151.393,4-Apr,0.485
0,Jack Stauber,Buttercup,2mlGPkAx4kwF8Df0GlScsC,65,0.723,0.705,208026,0.373,0.81,G,0.289,-9.066,Major,0.0384,120.046,4-Apr,0.551
0,The Black Keys,Howlin' For You,0grFc6klR3hxoHLcgCYsF4,70,0.028,0.705,191800,0.735,0.0783,B,0.112,-6.646,Major,0.0931,132.627,4-Apr,0.448
0,alt-J,Left Hand Free,4iEOVEULZRvmzYSZY2ViKN,64,0.462,0.697,173631,0.877,0.00943,D#,0.083,-4.465,Major,0.0462,101.99,4-Apr,0.802
0,Xavier Omär,Blind Man,0DQQRJ4sR3pxwom9L7D7QR,70,0.453,0.89,242196,0.523,1.58E-06,F#,0.0831,-8.526,Major,0.056,111.031,4-Apr,0.345
0,Her's,Cool with You,5wv2XK6ms7KBBVDD1cOwlx,66,0.0124,0.533,375656,0.613,0.000684,C,0.299,-6.773,Major,0.0495,106.946,4-Apr,0.554
0,Smallpools,Million Bucks,6Hx7kdHB9kGdxnw2EwSx2V,65,0.00602,0.608,239893,0.865,0,C#,0.127,-3.961,Minor,0.0451,100.026,4-Apr,0.568
0,Olivia O'Brien,Tequilawine,7hCr1IIEbIZGG3fR7Gaptc,72,0.505,0.705,206120,0.595,0,F#,0.0813,-7.489,Minor,0.313,140.06,4-Apr,0.326
0,Witt Lowry,HURT,4BBwTC4qpcMrU6d438Up1x,68,0.317,0.692,260769,0.729,0,C,0.293,-8.261,Major,0.418,129.896,4-Apr,0.327
0,Tate McRae,Teenage Mind,70vdb3Nf9sUaOax5c6phOT,69,0.75,0.671,155205,0.337,1.38E-06,E,0.11,-9.762,Minor,0.0605,119.716,4-Apr,0.12
0,Wet,11 Hours - Branchez Remix,1BzdE75pSHlsqF2roxxEWk,67,0.626,0.687,156213,0.352,0.000151,G#,0.133,-8.229,Major,0.0759,122.955,4-Apr,0.155
