genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1,Kendrick Lamar,For Free? - Interlude,75izAeHlGuOgA865CFDyIv,57,0.588,0.526,130893,0.896,0,G#,0.37,-4.708,Major,0.197,129.313,4-Jan,0.745
1,6LACK,Rules,6HmWy7ttkeZGG2KEtt8AqX,58,0.178,0.682,211867,0.758,0.00158,G#,0.0964,-6.13,Minor,0.155,147.045,4-Apr,0.638
1,EARTHGANG,Off the Lot (feat. Mereba),4APWjGMsSGdJg0l2t4QoW0,53,0.19,0.651,261462,0.564,0.0046,C,0.181,-7.111,Major,0.149,82.9,4-Apr,0.366
1,BROCKHAMPTON,SOMETHING ABOUT HIM,2S11ZvEfuFSqInfxWxkx36,57,0.579,0.702,93547,0.64,0,F#,0.14,-9.108,Major,0.18,79.924,4-Apr,0.619
1,Smino,FENTY SEX (with Dreezy),5ORcI4U6qYkU5JGHjkaDzX,56,0.71,0.563,214977,0.521,3.27E-06,G#,0.148,-9.782,Minor,0.3,142.683,4-Apr,0.61
1,South Park Mexican,Wiggy,6YmvptRygUe8f2x6b9uSxA,54,0.00036,0.823,275107,0.657,0.00147,C,0.147,-6.578,Major,0.203,96.084,4-Apr,0.112
1,Logic,Deeper Than Money,6pK86Tx0QqX0E64mKuDB5Q,54,0.149,0.738,257640,0.879,0,C#,0.102,-4.444,Minor,0.245,90.338,4-Apr,0.893
1,JAY Z,Big Pimpin' / Papercut,4DLH2fr8pWX1iksMrk47Kw,58,0.196,0.765,156320,0.938,0.000687,E,0.485,-2.718,Major,0.0481,138.312,4-Apr,0.965
1,Reo Cragun,Inconsiderate,3JOOLOLLZZC8oIdlResRJA,55,0.498,0.651,225609,0.482,1.39E-06,A#,0.103,-9.704,Minor,0.167,114.646,4-Apr,0.296
1,Young Dolph,But I'm Bulletproof,6FQj6ctIZdQ3M2vdZO4IB2,54,0.038,0.828,201345,0.442,9.28E-06,D,0.0909,-8.587,Major,0.342,142.06,4-Apr,0.34
1,JID,General,7hJvx1rJTUsKUngnHdBuir,54,0.25,0.708,198298,0.675,0,B,0.19,-6.351,Minor,0.481,78.655,4-Apr,0.599
1,Yo Gotti,Down In the DM - Remix,5w1vhNA2OEWUQ371QzyMmM,56,0.00243,0.791,259072,0.634,5.43E-05,C#,0.0812,-7.684,Minor,0.0639,152.961,4-Apr,0.323
1,21 Savage,Baby Girl,3rBwHfVPzmfR3ZVSliB0Om,58,0.00781,0.852,169093,0.459,0.119,A,0.133,-9.658,Major,0.391,163.021,4-Apr,0.157
1,Getter,On My Way Out,6wb1K3y7rRyQdoJlkrMgik,59,0.388,0.517,330947,0.685,0.0133,E,0.0713,-7.728,Major,0.055,95.018,4-Apr,0.231
1,Childish Major,Happy Birthday (feat. SZA & Isaiah Rashad),5KNoyjCDbXVPhzAX3CZsnC,58,0.0335,0.741,182692,0.78,0.000283,A#,0.117,-6.779,Minor,0.118,117.098,4-Apr,0.623
1,Big Daddy Kane,Smooth Operator,1Z4mVNtYGnpjHUoZVo3IMU,56,0.0933,0.891,284467,0.319,0.000104,E,0.0482,-16.099,Minor,0.333,92.649,4-Apr,0.687
1,Kendrick Lamar,Poe Mans Dreams (His Vice),2NxIp9jbmsnaIiAExWOEo0,56,0.619,0.736,261874,0.892,1.14E-06,C#,0.111,-5.217,Major,0.28,88.124,4-Apr,0.597
1,Kap G,Top 5 (feat. Playboi Carti),4fV6yeuoBSoW69WIPv25TN,56,0.0665,0.885,161063,0.671,0,D,0.0963,-7.146,Minor,0.109,155.015,4-Apr,0.926
1,Thundercat,Friend Zone,2UAMy9T8jWOjRVlQvHOmsn,51,0.258,0.589,192511,0.83,0.00292,C#,0.114,-4.961,Major,0.0352,106.995,4-Apr,0.239
1,Migos,What The Price,7sO0dVFCfixpLshm4daMH3,59,0.293,0.786,248506,0.625,0,F#,0.15,-4.194,Major,0.0542,123.983,4-Apr,0.216
1,Gucci Mane,P**** Print (feat. Kanye West),5QrT8pNtw1UnjqFuSUsenv,55,0.212,0.921,215373,0.373,0,F#,0.105,-11.513,Major,0.328,125.981,4-Apr,0.179
1,Jaden Smith,L,3soFGtJSDfUBE9nu62v2cm,58,0.36,0.485,143353,0.604,0,D,0.434,-9.092,Minor,0.112,108.058,4-Mar,0.399
1,Hermitude,HyperParadise - Flume Remix,1LQiF6aZfnNgxerxWJRbxw,61,0.0453,0.603,268307,0.827,0.619,F#,0.0833,-7.372,Major,0.0714,144.992,4-Apr,0.311
1,Ice Cube,Friday,13AvIMuWOBUWGBhWGIHb6N,55,0.0762,0.698,229827,0.747,3.51E-06,B,0.102,-4.202,Major,0.0612,186.109,4-Apr,0.663
1,Shoreline Mafia,Poppin It (feat. Stinc Team),7BDBdynJsRdTOhcWTvoidS,54,0.0473,0.813,280253,0.502,0,B,0.104,-8.126,Minor,0.332,79.008,4-Apr,0.357
1,Chief Keef,Glory Bridge (feat. A Boogie Wit da Hoodie),2ENth3nnXeeoo41Ze14eFG,54,0.0428,0.784,168000,0.634,0,G#,0.0831,-7.321,Major,0.386,79.927,4-Apr,0.332
1,Aminé,Squeeze,7faL4ndjhVRRX2avbPxLzg,55,0.304,0.746,111867,0.513,1.03E-06,G#,0.083,-7.173,Minor,0.361,157.993,4-Apr,0.699
1,BROCKHAMPTON,GAMBA,4zbb4mISfck5isCpFsjsr3,56,0.314,0.652,202228,0.511,0.00267,F,0.163,-8.055,Major,0.0916,95.045,4-Apr,0.296
1,Public Enemy,harder than you think,5YpZh8wfS4moRBk0ijNcXr,62,0.0317,0.458,249522,0.852,0,B,0.0547,-4.442,Minor,0.276,104.021,4-Apr,0.765
1,Burna Boy,Gbona,2Q20eWqSnV519ybPThUDWs,64,0.564,0.806,187815,0.813,0.000141,E,0.105,-5.868,Minor,0.158,93.88,4-Apr,0.943
1,DaBaby,Off Top,4oVQcFKeZhCp36Ty1fVBUO,53,0.0495,0.769,180200,0.624,0,C#,0.0597,-7.729,Major,0.309,159.974,4-Apr,0.613
1,KB,Long Live the Champion,44VRTehzlYrNoNEpY6drvn,54,0.00795,0.691,263118,0.795,0,G#,0.0878,-4.082,Minor,0.0972,137.994,4-Apr,0.628
1,Aventura,Enseñame a Olvidar,79MlVxKj43tDISSISiVHJM,62,0.467,0.78,348827,0.491,0,G#,0.0972,-8.793,Major,0.0443,124.968,4-Apr,0.912
1,Gucci Mane,St. Brick Intro,4U7ARsdGktEi8SmITVPXtC,53,0.338,0.796,145147,0.597,0,C,0.212,-6.907,Minor,0.387,149.94,4-Apr,0.416
1,bbno$,thankful,3Ctn2xJw2UVONr3FiG5fgy,59,0.796,0.763,174222,0.444,0,G#,0.104,-7.635,Major,0.0356,135.03,4-Apr,0.603
1,Guy,Let's Chill,0BEUswN4YNySo3KRVrAqCq,55,0.0791,0.574,323827,0.399,0,A#,0.0383,-12.866,Minor,0.0363,74.555,4-Apr,0.52
1,Kid Cudi,Simple As...,77fcAXl6MsFPtFJG45zTUE,52,0.261,0.802,151333,0.753,0.0002,C#,0.581,-4.718,Major,0.112,95.011,4-Apr,0.506
1,Eminem,Infinite,01xhMrdCefADl7HSttJaf7,58,0.293,0.637,251707,0.862,0,A#,0.217,-4.343,Minor,0.191,82.019,4-Apr,0.573
1,Skizzy Mars,American Dream,4XDJk6nseYWm8voJtY1WBI,56,0.13,0.659,206765,0.806,5.80E-06,C,0.127,-4.255,Major,0.289,187.993,4-Apr,0.814
1,"quickly, quickly",Blingblingbling,35qlk8sTjO4xHAVilmMjli,60,0.335,0.54,104096,0.457,0.706,A,0.118,-6.6,Major,0.317,167.77,4-Apr,0.642
1,21 Savage,Thug Life,0mhsw7HRwRwF79ES5ucP9Y,57,0.159,0.8,263427,0.467,0,C,0.653,-9.974,Major,0.45,132.054,4-Apr,0.307
1,Ryan Caraveo,Perfect World,66jK7lWFar1P0Z9zs4YPhF,57,0.0496,0.825,210608,0.611,0,C#,0.33,-7.728,Major,0.184,115.015,4-Apr,0.539
1,Bas,Fragrance (feat. Correy C),3y3U0Ek183gHVBFxO6fFos,54,0.076,0.749,217200,0.569,0,C#,0.122,-5.457,Major,0.0529,138.054,4-Apr,0.545
1,Kevin Roldan,Pa Tu Casa,3TULfiOzT3evheiAbTXOqR,68,0.344,0.734,291453,0.66,0,F#,0.0591,-4.49,Major,0.11,159.871,4-Apr,0.649
1,Cypress Hill,(Rock) Superstar,5hYr8yRbQLFE20oS7Mi3T2,60,0.0141,0.797,276867,0.762,1.05E-05,A#,0.064,-6.972,Major,0.259,94.224,4-Apr,0.722
1,Bone Crusher,Never Scared (feat. Killer Mike & T.I.) - Club Mix,4kmIO0yPq92dXtKCL28RfC,55,0.00924,0.586,316133,0.927,1.85E-06,B,0.344,-4.077,Minor,0.194,73.023,4-Apr,0.528
1,Tee Grizzley,Real Ni**as,6lkKmP3a640fNArjP3QtIY,53,0.0915,0.735,222087,0.672,0,B,0.163,-5.747,Major,0.156,147.932,4-Apr,0.759
1,Noriel,Desperte Sin Ti (Remix),4QYQgJhBryglC2hEpVGrZU,64,0.17,0.738,319587,0.62,0,A#,0.0773,-7.413,Major,0.0661,115.031,4-Apr,0.204
1,"Gotay ""El Autentiko""",Yo Me La Robé,1PpDb6Yvz49PEz2V1bYgDf,68,0.368,0.82,221480,0.549,0.000115,G#,0.2,-6.514,Major,0.134,99.958,4-Apr,0.266
1,Chris Travis,Crunch Time,3xnbJVx4QqsOYip8Cn6OrN,57,0.304,0.844,233273,0.709,0,E,0.517,-1.322,Minor,0.0544,109.959,4-Apr,0.101
1,Quavo,FUCK 12 (feat. Offset),2jBQmxZpQxF8jJfEdjJ9Qv,59,0.767,0.841,264920,0.678,0,C,0.4,-4.664,Minor,0.189,121.023,4-Apr,0.717
1,Bryson Tiller,Open Interlude,2uYnktBpKbr8YuiLit7WiZ,57,0.707,0.506,161947,0.448,0,D,0.0982,-12.294,Minor,0.215,120.013,4-Apr,0.385
1,Big L,Deadly Combination (feat. 2Pac),71qTrOPHOj1KDEy0IG2Zjg,58,0.0913,0.901,152373,0.513,0,C#,0.267,-10.029,Major,0.305,91.477,4-Apr,0.628
1,Fabolous,Flipmode,5NQZ43por3JzTMIsq4i8aM,60,0.107,0.643,240773,0.76,0,F#,0.113,-4.747,Major,0.289,151.943,4-Apr,0.567
1,Canserbero,Es Épico,2kd0T6zgABT8P0s2h9QU5O,69,0.448,0.665,361979,0.816,0,C,0.297,-6.753,Major,0.266,93.37,4-Apr,0.745
1,Kirko Bangz,Work Sumn (feat. Tory Lanez and Jacquees),2scmPxlPxRZeXs39SgAw7n,62,0.0906,0.507,213333,0.612,0,C#,0.102,-5.196,Minor,0.0473,125.739,4-Apr,0.209
1,Young Scooter,No Features (feat. Kodak Black),6KiuvDMb9NYZbLNsCACSTP,59,0.0435,0.826,208287,0.758,0,F#,0.168,-5.616,Major,0.0743,119.998,4-Apr,0.41
1,Aminé,Hero,7yQ2NWAIeDcIEauyVG5lck,55,0.412,0.647,193147,0.436,0,C,0.24,-8.302,Minor,0.324,139.816,4-Apr,0.616
1,Kendrick Lamar,The Recipe (Black Hippy Remix) - Bonus Track,5UHjWOJA6MDl1g3x2HC68V,54,0.000588,0.723,262920,0.758,0,C#,0.357,-7.303,Minor,0.148,131.051,4-Apr,0.628
1,Arizona Zervas,Homies,3jSAaCVNJVd4I0cCh42bay,58,0.0224,0.779,220286,0.518,9.99E-06,C#,0.124,-3.65,Major,0.0391,139.987,4-Apr,0.231
1,Mobb Deep,Give Up the Goods (Just Step),61VlApj8p2ZaP0WTunTrKT,59,0.0568,0.782,243133,0.597,0,C#,0.582,-6.399,Major,0.335,94.631,4-Apr,0.528
1,Ciara,Can't Leave 'Em Alone (feat. 50 Cent),78CTv7ypHvXQlEjXYst2n9,59,0.209,0.527,244760,0.696,0,C#,0.0516,-6.015,Minor,0.361,100.614,4-Apr,0.499
1,Bobby Brown,Every Little Step,0s6e7ZafqOAUBDoQYGmxrc,57,0.00721,0.797,237240,0.656,0,C#,0.0377,-11.601,Major,0.0404,99.828,4-Apr,0.948
1,Tory Lanez,All The Girls,7hMqz88kcK2Tx6wBka9INF,55,0.0187,0.505,268973,0.582,0,G,0.0659,-7.844,Minor,0.146,145.99,4-Apr,0.371
1,AK,Now I'm Forever,0zCqPom3kkztUcVI2csV7J,56,0.106,0.533,187578,0.666,0,F#,0.127,-6.27,Major,0.365,156.9,4-Apr,0.587
1,JPEGMAFIA,Real Nega,2DVI5bxoh3qXVYA1XmraN8,54,0.00788,0.61,150933,0.952,0.00324,F,0.172,-2.501,Minor,0.315,140.065,4-Apr,0.332
1,Rich The Kid,Small Things,1NMd9nujZzEGN34BtpO8Xf,56,0.00167,0.89,187009,0.626,0,C#,0.155,-5.042,Major,0.191,156.244,4-Apr,0.288
1,Yella Beezy,I Wanna Know,4kDFAvXZWjrMypTLZijcsX,55,0.0516,0.694,229725,0.523,0,F,0.333,-10.347,Minor,0.117,116.997,4-Apr,0.485
1,Aminé,Dakota,45oGS3iHeT2cvkihSP7KzK,55,0.592,0.665,225067,0.526,0,C,0.613,-6.668,Minor,0.16,99.815,4-Apr,0.651
1,Tee Grizzley,We Dreamin,2MySOfFfkzKx917ds6EwKK,54,0.483,0.755,153626,0.874,0,D,0.22,-4.991,Minor,0.256,100.047,4-Apr,0.817
1,DJ Khaled,Don't Quit (feat. Travis Scott & Jeremih),6LOCAhFzZiavHcLJucLuDy,52,0.015,0.652,229147,0.827,0,G,0.432,-3.98,Minor,0.0445,100.011,4-Apr,0.659
1,Rich Brian,Occupied,7tCtApWNvLIIlplk3NieWx,55,0.441,0.819,161804,0.823,0.000422,B,0.0676,-7.491,Major,0.132,82.5,4-Apr,0.805
1,Yung Lean,Red Bottom Sky,2WloLsoUqp1A0xxNAwoiwh,63,0.73,0.692,303413,0.401,0.000932,G,0.0722,-9.382,Major,0.0936,120.336,4-Apr,0.33
1,Watsky,Whoa Whoa Whoa,3UYhSPI2lVFfbnC6usruPj,57,0.16,0.735,187547,0.873,4.85E-05,D,0.25,-7.372,Minor,0.244,149.888,4-Apr,0.38
1,Eminem,Nowhere Fast (feat. Kehlani) - Extended Version,1pRjlrQMZYo1K5i1RcLGs7,60,0.267,0.699,278402,0.691,0,B,0.283,-5.813,Major,0.31,78.874,4-Apr,0.618
1,Russ,Got This,3p4WqtYWXEqO6iShUAZTAc,56,0.0823,0.833,172773,0.434,0,F,0.155,-10.323,Major,0.414,124.968,4-Apr,0.374
1,Rick Ross,The Boss,3n5qF6aprwEIjHWuH5jECM,55,0.00944,0.399,225653,0.857,0,G,0.319,-4.086,Major,0.336,85.937,4-Apr,0.632
1,Killer Mike,Kryptonite,4i2HYTGM7yHty0qVhD3lqD,52,0.0829,0.863,272587,0.916,7.09E-06,D,0.566,-4.523,Major,0.137,145.182,4-Apr,0.964
1,Ciara,Dose,06eXJqVLAVynj9FvBFu4Dt,62,0.0316,0.808,222190,0.752,2.50E-05,G,0.405,-5.024,Minor,0.0733,113.993,4-Apr,0.568
1,Lil Pump,Crazy,1iDPB2WNsGEWuKycQyDGn6,60,0.027,0.914,125217,0.415,0,C#,0.114,-7.219,Major,0.322,137.974,4-Apr,0.496
1,Joey Bada$$,Hazeus View,3f99yoSrsnyH6vn58aVRzU,52,0.28,0.655,219505,0.656,0,A,0.111,-6.25,Major,0.315,89.818,4-Apr,0.586
1,IDK,Trigger Happy,1vND7jVyATMuR3WL3UGjf3,51,0.0353,0.544,196247,0.669,1.02E-06,C#,0.356,-7.788,Major,0.457,120.092,4-May,0.52
1,Too $hort,I'm a Player - Street Version,4XiZFtOlgXYtrp88tGNnk8,55,0.121,0.88,361267,0.558,3.35E-05,A,0.119,-10.426,Major,0.217,89.024,4-Apr,0.597
1,Kendrick Lamar,untitled 07 | levitate,6QvxTX9zvo4u7XhP9vOP3n,56,0.543,0.793,146467,0.485,0,C#,0.115,-8.742,Major,0.206,127.072,4-Apr,0.539
1,Janelle Monáe,Screwed (feat. Zoë Kravitz),1Z2MfAx1nJ09NzGjodnvRW,60,0.0441,0.73,302492,0.681,0.000245,G#,0.27,-7.582,Minor,0.0405,106.017,4-Apr,0.446
1,Lil Bo Weep,not ok but its ok,3FL2z2Q0L1XP5S6hV02DxQ,59,0.0581,0.485,142042,0.388,0.000247,B,0.0757,-10.506,Minor,0.0543,124.221,4-Apr,0.0761
1,La Factoria,Todavia,5wPhERt9izm1T45aFXDWPe,68,0.0985,0.801,203333,0.904,0.000258,G,0.0904,-3.154,Minor,0.0556,113.29,4-Apr,0.572
1,Revol,Dime,08wJw4VdkKImX4t1vL6MsO,63,0.369,0.772,284627,0.66,0,B,0.119,-5.067,Minor,0.115,135.956,4-Apr,0.422
1,Redman,Time 4 Sumaksion,7Afjy65bIVBMpFwCLTiuEe,57,0.202,0.844,204627,0.819,1.50E-06,B,0.557,-7.517,Major,0.328,102.93,4-Apr,0.726
1,Tee Grizzley,Too Lit,0dY2cWiCvcBs6lW5UOAOIB,54,0.165,0.739,195918,0.668,0,G#,0.22,-5.092,Major,0.217,98.01,4-Apr,0.241
1,DJ Jazzy Jeff & The Fresh Prince,Summertime,20XdEFyaUR9C7aDIdq2OAd,59,0.0455,0.677,270973,0.54,1.84E-06,G,0.845,-14.439,Major,0.0627,95.116,4-Apr,0.469
1,Azizi Gibson,Cobra,7rLHFCIXsZfkm7PBCremRV,53,0.702,0.748,176286,0.357,0,C,0.163,-8.979,Minor,0.259,144.75,4-Apr,0.485
1,50 Cent,What Up Gangsta,1CYyIsAaTrnmJ8MO2rec5f,55,0.00254,0.684,179467,0.772,0,D,0.101,-2.382,Major,0.046,82.492,4-Apr,0.302
1,Missy Elliott,Bomb Intro / Pass That Dutch,1MaI6NwdrqnE3mRzOYTpoo,57,0.0435,0.899,217200,0.645,0.101,A#,0.358,-11.621,Minor,0.271,110.895,4-Apr,0.348
1,Pete Rock,Tru Master,6jn2A66ztgXPrpeNsdiGHE,58,0.0676,0.649,239533,0.941,0,D,0.0905,-4.159,Major,0.398,91.442,4-Apr,0.639
1,Fat Joe,Dirt,0k3WJK0aUQt6LQqBSmRIdC,14,0.045,0.904,278120,0.535,0,C#,0.199,-9.767,Major,0.36,96.003,4-Apr,0.72
1,A$AP Rocky,Max B,4wuOxtRDeD9YiQOcmgay7e,55,0.547,0.562,241133,0.394,0,F,0.383,-9.536,Major,0.239,76.277,4-Apr,0.292
1,Gucci Mane,Hard Feelings,4Wdj0sERrCP4fkYeHIfARE,55,0.047,0.884,166377,0.759,0,G,0.347,-4.944,Minor,0.0756,120,4-Apr,0.791
1,A$AP Ferg,Mattress REMIX,35fIdI07pqeNT7hyCBh1bN,55,0.0083,0.815,272680,0.824,0,C#,0.351,-2.709,Major,0.0761,120.031,4-Apr,0.29
1,Ollie,Fading Away,0ZGz6jp69iUK49VSloTfmC,57,0.93,0.688,277264,0.536,2.06E-05,C#,0.12,-15.598,Major,0.232,95.087,4-Apr,0.363
1,Curren$y,Hustlers,0Dq9mVpQjKXWWARmfNFtt4,54,0.19,0.611,298246,0.622,7.16E-06,B,0.17,-8.54,Major,0.26,144.967,4-Mar,0.386
1,Lil Scrappy,No Problem,0EgigrGFGb4PHaVNb7fgK7,55,0.053,0.858,214213,0.731,0,C#,0.15,-7.224,Major,0.237,85.984,4-Apr,0.139
1,Trey Songz,I Invented Sex (feat. Drake),1Ug1mV9h5qVSs4rvvnQWux,56,0.0678,0.69,247933,0.76,0,C,0.184,-4.778,Major,0.0587,89.958,4-Apr,0.468
1,Ty Dolla $ign,"Or Nah (feat. Wiz Khalifa) - Live from The Village, Los Angeles",6hYdhO1BF8V03tuF8pADKP,57,0.0385,0.703,263142,0.423,0,G#,0.0476,-8.589,Minor,0.0406,121.991,4-Apr,0.265
1,Mac Miller,Jump,7uhniEFBcLsYD4W92E0Nx2,55,0.0597,0.649,279733,0.783,0,F,0.735,-7.187,Minor,0.0734,132.986,4-Apr,0.298
1,Carnage,"Bed Bugs (feat. Nessly, Yung Pinch, Takeoff)",6rkxqfBaK44eZWIfTcASb3,56,0.512,0.765,240005,0.432,0,E,0.221,-9.708,Minor,0.214,129.969,4-Apr,0.245
1,Jimilian,KICK (feat. 6ix9ine),3nkA1BXQFsT1rP2rNzufhh,64,0.0157,0.775,164004,0.513,0,F,0.127,-7.653,Minor,0.0613,137.032,4-Apr,0.585
1,Yampi,Si Tu Quiere (feat. Pusho),7025POEXvQLugcpy6cNVSq,59,0.358,0.812,273443,0.719,0,G,0.181,-7.204,Major,0.0755,121.984,4-Apr,0.566
1,Lil Baby,Narcs,07gBz157Fa1fQ5qjhLcBud,55,0.00866,0.49,212493,0.542,0,C#,0.0912,-8.492,Major,0.365,86.625,4-Apr,0.191
1,King Lil G,Grow Up (feat. Chikk),2av09FAN9J7IgxCQ6od4SF,55,0.688,0.714,187587,0.659,7.86E-06,F,0.128,-7.423,Minor,0.307,87.119,4-Apr,0.671
1,Future,Sorry,4CPsMAG28OgzzDk1DcOtBx,55,0.428,0.87,451530,0.531,0,F,0.0798,-6.471,Major,0.0992,100.01,4-Apr,0.315
1,Brennan Savage,Bulletproof,4mx0eNjjZUyOzfY3I4P9HD,63,0.0152,0.58,128109,0.867,0.182,B,0.14,-4.031,Minor,0.165,79.975,4-Apr,0.482
1,Danny Brown,25 Bucks (feat. Purity Ring),5FKaV2J0xiwRENDsl0bMn4,54,0.32,0.723,210880,0.848,0,F,0.144,-7.11,Major,0.0833,116.021,4-Apr,0.27
1,convolk,i fucked up,7zkLlx4bTeeyUyzs1L7gV4,60,0.00925,0.646,159150,0.709,0.000308,F,0.115,-6.005,Minor,0.0381,80.504,4-Apr,0.281
1,IDK,No Wave (feat. Denzel Curry),429JfLMd92ya7rs0azUkQA,55,0.0172,0.7,188444,0.718,0,A#,0.203,-5.61,Minor,0.0318,135.017,4-Apr,0.498
1,Shakewell,Voodoo Walk,6Y0Ltp8emwEl0XgbxxNlwv,57,0.0246,0.796,153893,0.756,0,E,0.114,-4.165,Minor,0.0486,130.966,4-Apr,0.0512
1,Future,My Collection,0526DaOuV7mRlPKxhMSJKw,55,0.729,0.697,255556,0.459,8.35E-06,G#,0.0971,-8.498,Minor,0.448,80.085,4-Apr,0.409
1,Maxo Kream,Grannies,79m9LH79DCyr7qVZPCnsPw,54,0.0845,0.816,211948,0.586,0.00502,B,0.184,-9.014,Minor,0.17,102.669,4-May,0.646
1,2 Chainz,Feds Watching,07RXBKfyCYIYRMLCvlGWXU,51,0.0507,0.786,247013,0.878,0,G,0.311,-6.533,Major,0.0999,140.031,4-Apr,0.746
1,Young Thug,I Know There's Gonna Be (Good Times) [feat. Popcaan],6V5nMvQwsiyW7rEyZq3gfQ,52,0.124,0.632,213622,0.592,0,B,0.53,-9.735,Minor,0.162,89.522,4-Apr,0.499
1,Key Glock,Momma Told Me,0HitDVKqZutXZ8sglyENQd,55,0.112,0.854,201137,0.663,0,C#,0.28,-2.983,Major,0.116,126.999,4-Apr,0.412
1,Merkules,Way Down,5a3cnyx9ic2LxkRiXj9PyW,56,0.189,0.774,229625,0.614,4.36E-05,A,0.113,-9.416,Minor,0.15,105.023,4-Apr,0.487
1,The-Dream,Falsetto,2P1e3xpjDhYFqOFeu8IWzS,56,0.152,0.728,271173,0.557,2.27E-05,C,0.113,-4.467,Major,0.0317,131.018,4-Apr,0.512
1,2Pac,Thugz Mansion - 7 Remix,3eBBbAEBQdr6tkUUd8gyuQ,61,0.302,0.71,247600,0.642,0,F,0.263,-6.206,Minor,0.293,87.873,4-Apr,0.891
1,Rick Ross,Trap Trap Trap,1KZ0Xo6Mmeprp1Sw5xCHYz,56,0.00612,0.729,275720,0.838,0,G#,0.0721,-4.476,Minor,0.313,136.869,4-Apr,0.349
1,Hopsin,Hop is Back,3lowcuAcg6INX4Rs32KzjJ,55,0.107,0.578,203773,0.864,0,F,0.481,-6.153,Minor,0.383,175.775,4-Apr,0.649
1,Night Lovell,Off Air,3Ixtw6lH5wB3vFESoOiZ3R,59,0.528,0.722,206107,0.356,0.029,C,0.0938,-13.966,Major,0.0828,91.928,4-Apr,0.0638
1,Wale,The Matrimony (feat. Usher),7vlPI45Zzzk0palLdKry4k,56,0.438,0.416,395951,0.712,0,F,0.0642,-6.671,Minor,0.384,78.015,4-Apr,0.581
1,shinigami,Rnrn,3US8bNVHtlwsqkDW0lngTu,56,0.129,0.586,209270,0.716,0,F,0.16,-5.725,Minor,0.0438,74.997,4-Apr,0.18
1,Future,Mink Flow,1KF7iLK6wK3hjjtqxjRiym,56,0.00355,0.692,178787,0.533,0,F#,0.114,-6.165,Minor,0.176,78.902,4-Apr,0.25
1,BROCKHAMPTON,TEAM,3dzi1yJbrxUaPS3yjn9SgV,56,0.396,0.312,273682,0.73,0.00201,B,0.942,-7.433,Major,0.126,140.099,4-Apr,0.267
1,Young Dolph,Trappa,7qwiQg1rXxdKq9XvttYI2k,53,0.051,0.801,207094,0.707,0,D,0.355,-4.894,Major,0.293,130.109,4-Apr,0.854
1,Dave East,Perfect,1sX7O0JfNVLrsKeLit5p65,56,0.0509,0.76,316133,0.571,0,A,0.125,-5.318,Major,0.0655,122.949,4-Apr,0.151
1,Clipse,Grindin',3XrvEifl0hIzgBGUa5jBLS,57,0.122,0.592,264760,0.77,1.22E-06,C#,0.103,-3.402,Major,0.318,191.692,4-Apr,0.361
1,Childish Gambino,I. Pink Toes,1o18SV1lvB4oO6fLquctDS,52,0.0598,0.409,207067,0.619,0.000223,G,0.575,-9.512,Major,0.091,79.579,4-Apr,0.347
1,Jeremih,Worthy,1dUszfK4TRd54EegEkOT34,57,0.272,0.808,213653,0.355,1.02E-05,B,0.0832,-7.506,Minor,0.0857,95.087,4-Apr,0.328
1,Moneybagg Yo,Pride,0PvwgCLyCWMqylwI9BSDxq,53,0.417,0.784,176384,0.699,0,F,0.135,-4.52,Minor,0.286,142.913,4-Apr,0.298
1,Bone Thugs-N-Harmony,East 1999,55RXcZ0Mpwt97vj2Angnn1,53,0.0748,0.878,261773,0.607,0,B,0.659,-9.032,Minor,0.149,129.472,4-Apr,0.735
1,G-Eazy,Loaded (Bonus Track) [feat. DJ Carnage],6uz0z5oMeC8QWfTHeR5qlF,56,0.241,0.838,156245,0.781,0,G#,0.105,-8.249,Major,0.45,135.941,4-Apr,0.913
1,Gucci Mane,Finesse the Plug Interlude,3jhhOgKj8micw1e8PaI9lu,54,0.612,0.739,285766,0.448,0.0171,B,0.109,-7.443,Minor,0.165,128.039,4-Apr,0.202
1,Eminem,FACK,0fMWtRhzOoWoCo7dRHVEEa,60,0.00629,0.84,205760,0.615,0.122,C#,0.103,-7.164,Major,0.0733,124.214,4-Apr,0.346
1,Young Thug,Kanye West (feat. Wyclef Jean),5StUs128KSibE16fxntBSL,55,0.046,0.851,342720,0.614,0,F,0.0716,-6.668,Minor,0.1,107.971,4-Apr,0.429
1,J Alvarez,La Pregunta,5GChYjT0HJVDtJMjcfhYmS,64,0.0688,0.739,269592,0.643,0,G#,0.0789,-6.348,Minor,0.15,172.048,4-Apr,0.834
1,Azealia Banks,212,6no1mklq4BJBg7KJ6Dly7N,67,0.0144,0.818,204957,0.769,0.000122,B,0.0767,-5.761,Minor,0.271,125.944,4-Apr,0.622
1,Lupe Fiasco,Dots & Lines,0jYhHo2DhmdkLfonFbPixV,54,0.226,0.71,392400,0.752,2.04E-05,C,0.23,-5.712,Minor,0.0946,129.993,4-Apr,0.407
1,Kevin Gates,Told Me,6BY6dsns8hz3wfa0RqV7A2,52,0.0177,0.816,184453,0.534,0.000356,C,0.136,-7.049,Major,0.134,90.017,4-Apr,0.0852
